题目1: 77.0×7.0=
题目7802: (25.0-4.0)×66.0=
题目7803: 26.0+21.0÷55.0=
题目7804: (88.0-85.0)×43.0=
题目7805: 74.0-24.0=
题目7806: 16.0+83.0-2.0+50.0=
题目7807: 16.0×51.0=
题目7808: 28.0÷57.0=
题目7809: (42.0-6.0)÷4.0=
题目7810: 86.0÷48.0=
题目7811: 80.0-65.0=
题目7812: 45.0÷62.0+69.0=
题目7813: 46.0×6.0=
题目7814: 8.0+6.0=
题目7815: 98.0×95.0=
题目7816: 21.0×86.0÷57.0=
题目7817: 23.0-10.0=
题目7818: 11.0×98.0×97.0=
题目7819: 93.0+4.0-89.0=
题目7820: 35.0+91.0-41.0=
题目7821: (88.0-47.0)×79.0=
题目7822: (68.0-17.0)÷84.0=
题目7823: 32.0÷13.0=
题目7824: 31.0+56.0-91.0+48.0=
题目7825: 100.0+11.0+21.0+71.0=
题目7826: 45.0-15.0=
题目7827: 29.0-4.0=
题目7828: 99.0÷28.0+74.0=
题目7829: 58.0-33.0=
题目7830: 31.0÷52.0+33.0=
题目7831: 62.0+53.0+14.0=
题目7832: 29.0×70.0=
题目7833: 29.0+54.0=
题目7834: 83.0×11.0=
题目7835: 41.0×6.0+50.0=
题目7836: 68.0÷70.0=
题目7837: 90.0-33.0+37.0=
题目7838: 49.0+51.0=
题目7839: 5.0×15.0×39.0=
题目7840: 10.0×91.0÷82.0=
题目7841: (44.0-34.0)×38.0=
题目7842: 31.0-6.0=
题目7843: 99.0-12.0=
题目7844: 38.0+66.0÷86.0×81.0=
题目7845: 67.0×43.0=
题目7846: 93.0÷61.0=
题目7847: 56.0-51.0=
题目7848: (94.0-14.0)÷88.0=
题目7849: 6.0×6.0=
题目7850: 98.0+55.0×22.0=
题目7851: 63.0×85.0÷90.0=
题目7852: 45.0+96.0+13.0=
题目7853: 2.0÷71.0=
题目7854: 17.0÷10.0÷42.0=
题目7855: 15.0÷54.0+54.0=
题目7856: 72.0÷12.0=
题目7857: 71.0+84.0×77.0=
题目7858: (79.0-65.0)÷17.0=
题目7859: 99.0-19.0=
题目7860: 37.0×11.0×1.0=
题目7861: 32.0+65.0×8.0=
题目7862: 60.0+15.0÷31.0=
题目7863: 69.0÷16.0×86.0=
题目7864: 85.0+26.0-54.0+31.0=
题目7865: 29.0+60.0=
题目7866: 65.0+91.0=
题目7867: 55.0+24.0=
题目7868: 69.0÷76.0=
题目7869: 10.0+96.0+97.0=
题目7870: 45.0×60.0+82.0=
题目7871: 37.0÷15.0+48.0=
题目7872: 39.0÷86.0÷90.0=
题目7873: 45.0×38.0=
题目7874: 68.0+46.0=
题目7875: 84.0+29.0=
题目7876: 92.0-10.0=
题目7877: 83.0÷16.0×64.0=
题目7878: 82.0+40.0=
题目7879: 45.0+3.0=
题目7880: 91.0+96.0=
题目7881: 22.0×30.0+87.0=
题目7882: 22.0+82.0=
题目7883: 34.0×85.0=
题目7884: 66.0×48.0=
题目7885: 19.0×59.0+58.0=
题目7886: 38.0+62.0÷36.0=
题目7887: 59.0+20.0÷70.0=
题目7888: 63.0+70.0-90.0=
题目7889: 5.0÷18.0=
题目7890: 92.0-53.0=
题目7891: 8.0+75.0=
题目7892: 61.0+77.0+100.0+43.0=
题目7893: 69.0+93.0=
题目7894: 9.0÷54.0=
题目7895: (54.0-41.0)×93.0=
题目7896: 82.0-6.0=
题目7897: 11.0+81.0=
题目7898: (89.0-2.0)×79.0=
题目7899: 15.0×76.0+82.0=
题目7900: 50.0×86.0×66.0=
题目7901: 39.0×21.0=
题目7902: 31.0-7.0=
题目7903: 89.0-72.0=
题目7904: 25.0+68.0=
题目7905: 57.0÷25.0=
题目7906: 59.0×2.0=
题目7907: 15.0-13.0=
题目7908: 59.0+75.0×100.0=
题目7909: 97.0-76.0=
题目7910: 58.0+43.0=
题目7911: 46.0÷25.0=
题目7912: 26.0+100.0÷42.0=
题目7913: 54.0÷69.0=
题目7914: 27.0+3.0=
题目7915: 33.0÷59.0÷14.0=
题目7916: 44.0+78.0=
题目7917: 44.0+99.0+34.0=
题目7918: 63.0×20.0+90.0=
题目7919: 11.0+80.0÷70.0+19.0=
题目7920: 84.0÷71.0×81.0=
题目7921: 99.0×2.0=
题目7922: 29.0×17.0=
题目7923: 50.0+69.0-76.0=
题目7924: 95.0-80.0+14.0=
题目7925: 49.0+43.0=
题目7926: 60.0+16.0=
题目7927: (48.0-25.0)×2.0=
题目7928: 91.0×18.0÷90.0=
题目7929: 81.0-81.0=
题目7930: 83.0×46.0=
题目7931: 74.0×50.0÷82.0=
题目7932: 19.0×41.0÷31.0=
题目7933: 30.0+100.0-31.0=
题目7934: 59.0÷83.0=
题目7935: 42.0×95.0×47.0=
题目7936: 76.0×70.0×56.0=
题目7937: (80.0-75.0)÷19.0=
题目7938: 46.0+25.0+84.0=
题目7939: 7.0÷56.0=
题目7940: 55.0+53.0÷54.0×70.0=
题目7941: 37.0÷27.0=
题目7942: 53.0-19.0=
题目7943: 12.0+81.0=
题目7944: 98.0-2.0=
题目7945: 90.0÷97.0=
题目7946: 22.0-86.0+89.0=
题目7947: 72.0÷74.0+38.0=
题目7948: 32.0÷83.0=
题目7949: 70.0×29.0+72.0=
题目7950: 99.0×42.0÷78.0=
题目7951: 54.0×57.0=
题目7952: 35.0-6.0=
题目7953: 74.0-68.0+2.0=
题目7954: 65.0+38.0-94.0=
题目7955: 81.0+27.0=
题目7956: 1.0÷17.0=
题目7957: 36.0÷30.0=
题目7958: 87.0÷10.0=
题目7959: 52.0+82.0=
题目7960: 85.0-13.0-31.0=
题目7961: 3.0×50.0÷69.0=
题目7962: 75.0×91.0+6.0=
题目7963: 28.0÷25.0=
题目7964: 43.0×94.0+13.0=
题目7965: (17.0-16.0)÷30.0=
题目7966: 4.0+33.0=
题目7967: 28.0×78.0+28.0=
题目7968: 96.0×55.0=
题目7969: 32.0+57.0÷70.0-25.0=
题目7970: 75.0×50.0=
题目7971: 28.0×87.0=
题目7972: 67.0÷23.0×42.0=
题目7973: 60.0-36.0=
题目7974: 3.0×56.0=
题目7975: 86.0+6.0=
题目7976: 100.0+89.0=
题目7977: 66.0×58.0+33.0=
题目7978: 62.0-30.0=
题目7979: 26.0+92.0=
题目7980: 81.0×55.0×93.0=
题目7981: 16.0×99.0+39.0=
题目7982: 51.0+66.0÷44.0-48.0=
题目7983: 53.0×94.0+31.0=
题目7984: 79.0×34.0+27.0=
题目7985: 1.0÷77.0=
题目7986: 74.0+46.0=
题目7987: 87.0-57.0=
题目7988: 23.0÷21.0=
题目7989: 58.0+38.0=
题目7990: 89.0×72.0=
题目7991: 76.0-56.0=
题目7992: 80.0-73.0=
题目7993: 96.0÷98.0÷65.0=
题目7994: 18.0÷41.0=
题目7995: 78.0÷24.0×6.0=
题目7996: 73.0+97.0×15.0+78.0=
题目7997: 3.0+52.0=
题目7998: 15.0+54.0-30.0+67.0=
题目7999: 85.0÷51.0=
题目8000: 16.0+100.0=
题目8001: 75.0÷58.0=
题目8002: 49.0+58.0=
题目8003: 15.0+94.0×40.0=
题目8004: 22.0+90.0×38.0+93.0=
题目8005: 82.0×73.0=
题目8006: 78.0+26.0=
题目8007: 73.0+65.0=
题目8008: 6.0+12.0=
题目8009: 88.0-77.0=
题目8010: 1.0÷87.0÷74.0=
题目8011: 74.0+97.0+60.0=
题目8012: 72.0×74.0+16.0=
题目8013: 64.0×68.0×4.0=
题目8014: 85.0×74.0=
题目8015: 93.0+96.0+22.0=
题目8016: 8.0+76.0=
题目8017: (99.0-91.0)×7.0=
题目8018: 86.0÷73.0÷98.0=
题目8019: 94.0+13.0=
题目8020: 13.0+66.0÷6.0×8.0=
题目8021: 4.0+91.0+65.0=
题目8022: 76.0-23.0=
题目8023: 56.0+26.0+87.0=
题目8024: 7.0×8.0=
题目8025: 41.0+14.0=
题目8026: 95.0×18.0+91.0=
题目8027: 14.0+77.0+7.0=
题目8028: 16.0+78.0=
题目8029: 92.0+9.0-52.0=
题目8030: (84.0-64.0)÷60.0=
题目8031: 35.0+78.0=
题目8032: 48.0×87.0×26.0=
题目8033: 12.0+51.0×38.0=
题目8034: 21.0-21.0=
题目8035: 15.0-9.0=
题目8036: 54.0-27.0+66.0=
题目8037: 81.0+19.0÷64.0×2.0=
题目8038: 4.0÷75.0=
题目8039: 47.0+27.0÷72.0=
题目8040: 21.0×100.0÷36.0=
题目8041: 85.0-84.0=
题目8042: 13.0+77.0=
题目8043: 30.0+17.0-32.0=
题目8044: 46.0+92.0=
题目8045: 24.0+88.0+16.0=
题目8046: 76.0×86.0=
题目8047: 50.0+48.0=
题目8048: 53.0÷72.0+18.0=
题目8049: 36.0×13.0=
题目8050: 88.0×60.0=
题目8051: (89.0-85.0)÷35.0=
题目8052: 24.0×79.0=
题目8053: 80.0×37.0=
题目8054: 43.0+20.0÷2.0×56.0=
题目8055: 18.0×16.0=
题目8056: 2.0×38.0=
题目8057: 34.0+39.0÷72.0=
题目8058: 39.0÷71.0+90.0=
题目8059: 20.0+68.0=
题目8060: (95.0-41.0)÷97.0=
题目8061: 73.0-17.0=
题目8062: 36.0-28.0=
题目8063: 26.0×19.0+52.0=
题目8064: 47.0÷45.0×78.0=
题目8065: 7.0-43.0+43.0=
题目8066: 26.0-24.0=
题目8067: 61.0-31.0=
题目8068: 32.0+41.0-71.0=
题目8069: 55.0-20.0=
题目8070: 32.0×20.0=
题目8071: 91.0-18.0+100.0=
题目8072: 49.0+68.0=
题目8073: 79.0-6.0+40.0=
题目8074: 16.0×31.0=
题目8075: 47.0÷18.0=
题目8076: 35.0-5.0=
题目8077: 58.0-31.0=
题目8078: 75.0÷3.0÷36.0=
题目8079: 76.0÷28.0=
题目8080: 36.0÷23.0=
题目8081: 28.0+96.0=
题目8082: 78.0×87.0=
题目8083: 18.0×40.0=
题目8084: 6.0-5.0=
题目8085: 86.0+21.0=
题目8086: 30.0×69.0+30.0=
题目8087: 41.0×59.0=
题目8088: 98.0×86.0+24.0=
题目8089: 3.0+21.0=
题目8090: 86.0×22.0=
题目8091: 45.0+28.0×28.0=
题目8092: 25.0-53.0+86.0=
题目8093: 56.0÷4.0=
题目8094: 80.0÷40.0=
题目8095: 36.0×72.0=
题目8096: 9.0+84.0×31.0=
题目8097: 86.0×10.0+5.0=
题目8098: 21.0+72.0-13.0=
题目8099: 57.0+3.0-5.0+21.0=
题目8100: (78.0-12.0)÷9.0=
题目8101: 45.0+53.0÷71.0=
题目8102: 70.0+92.0÷60.0=
题目8103: 57.0-2.0=
题目8104: 36.0÷19.0+24.0=
题目8105: 9.0-6.0=
题目8106: 80.0×70.0×51.0=
题目8107: 5.0÷64.0=
题目8108: 100.0÷69.0=
题目8109: 15.0+2.0÷10.0+96.0=
题目8110: 94.0-49.0=
题目8111: 44.0÷97.0=
题目8112: 90.0+44.0=
题目8113: 51.0-37.0=
题目8114: 55.0×51.0=
题目8115: 100.0+34.0÷55.0=
题目8116: 81.0×39.0=
题目8117: (60.0-5.0)×2.0=
题目8118: 80.0-60.0=
题目8119: 67.0×78.0÷11.0=
题目8120: 2.0+58.0-95.0+100.0=
题目8121: 50.0÷89.0÷88.0=
题目8122: 75.0×23.0=
题目8123: 76.0÷99.0=
题目8124: 13.0-32.0+66.0=
题目8125: 85.0÷3.0=
题目8126: 58.0×23.0=
题目8127: 97.0-60.0+82.0=
题目8128: 55.0-3.0=
题目8129: 85.0+100.0=
题目8130: 88.0-80.0+24.0=
题目8131: 79.0÷20.0÷78.0=
题目8132: 79.0×57.0=
题目8133: 68.0+95.0-18.0+41.0=
题目8134: 72.0+49.0÷4.0-12.0=
题目8135: 36.0×2.0÷37.0=
题目8136: 65.0÷42.0+5.0=
题目8137: 2.0+65.0-11.0=
题目8138: 42.0×47.0=
题目8139: (56.0-45.0)×93.0=
题目8140: 48.0÷18.0=
题目8141: 19.0÷6.0+81.0=
题目8142: 65.0×42.0=
题目8143: 37.0+52.0=
题目8144: 24.0+22.0=
题目8145: 3.0+1.0+94.0=
题目8146: 96.0×89.0=
题目8147: 32.0×77.0÷32.0=
题目8148: 82.0÷43.0+95.0=
题目8149: 85.0+48.0=
题目8150: 22.0÷22.0=
题目8151: 99.0-30.0=
题目8152: 69.0+69.0+70.0+30.0=
题目8153: 19.0+30.0÷70.0×88.0=
题目8154: 21.0÷48.0=
题目8155: 49.0-17.0=
题目8156: 70.0×50.0=
题目8157: 32.0×97.0×33.0=
题目8158: 62.0-87.0+52.0=
题目8159: 66.0×23.0=
题目8160: 47.0+4.0×23.0=
题目8161: 5.0×36.0+79.0=
题目8162: 69.0-15.0+37.0=
题目8163: 40.0×24.0+61.0=
题目8164: 90.0×22.0=
题目8165: 84.0+62.0+33.0=
题目8166: 94.0+30.0+88.0=
题目8167: 19.0÷20.0×57.0=
题目8168: 43.0×84.0×87.0=
题目8169: 96.0-39.0=
题目8170: 59.0×92.0÷44.0=
题目8171: 36.0+33.0=
题目8172: 34.0×1.0=
题目8173: 44.0+96.0÷87.0=
题目8174: 35.0+75.0-8.0=
题目8175: 65.0×71.0=
题目8176: 42.0+60.0+56.0+92.0=
题目8177: 11.0×50.0×90.0=
题目8178: 89.0-86.0=
题目8179: 57.0×9.0+20.0=
题目8180: 74.0÷84.0=
题目8181: 11.0+39.0=
题目8182: 60.0÷62.0=
题目8183: 81.0+18.0×62.0+44.0=
题目8184: 37.0-23.0=
题目8185: 13.0+25.0÷51.0×88.0=
题目8186: 90.0+35.0=
题目8187: 26.0×42.0×76.0=
题目8188: 31.0-4.0=
题目8189: 94.0+97.0×76.0=
题目8190: 42.0×97.0÷64.0=
题目8191: 76.0÷88.0+99.0=
题目8192: (97.0-66.0)×88.0=
题目8193: 14.0×17.0=
题目8194: 40.0÷35.0+12.0=
题目8195: 50.0+86.0×24.0=
题目8196: 64.0+57.0=
题目8197: 48.0÷97.0+38.0=
题目8198: 36.0÷27.0×10.0=
题目8199: 17.0×87.0+70.0=
题目8200: 93.0-31.0=
题目8201: 43.0+16.0=
题目8202: 76.0-19.0=
题目8203: 50.0+36.0+90.0=
题目8204: 81.0+17.0-45.0=
题目8205: 7.0÷93.0=
题目8206: 38.0×65.0=
题目8207: 68.0÷19.0=
题目8208: 42.0+78.0=
题目8209: 50.0×16.0=
题目8210: 98.0÷99.0÷83.0=
题目8211: 74.0-12.0=
题目8212: 25.0×84.0×92.0=
题目8213: 50.0÷32.0×11.0=
题目8214: 33.0÷92.0×61.0=
题目8215: 10.0×30.0=
题目8216: 96.0-37.0+67.0=
题目8217: 13.0÷33.0=
题目8218: 3.0÷74.0÷37.0=
题目8219: 95.0+63.0+73.0+48.0=
题目8220: 12.0÷30.0+35.0=
题目8221: 69.0÷46.0÷81.0=
题目8222: 83.0+66.0=
题目8223: 14.0-4.0=
题目8224: (93.0-32.0)×10.0=
题目8225: 94.0-97.0+79.0=
题目8226: 80.0÷31.0+51.0=
题目8227: 91.0÷44.0+100.0=
题目8228: (96.0-8.0)×65.0=
题目8229: 54.0+67.0=
题目8230: 97.0+36.0÷71.0=
题目8231: 21.0÷57.0=
题目8232: 2.0÷35.0+5.0=
题目8233: 61.0+48.0=
题目8234: 52.0-18.0=
题目8235: 57.0×5.0=
题目8236: 46.0÷61.0÷91.0=
题目8237: 30.0÷21.0=
题目8238: 91.0+14.0÷21.0-78.0=
题目8239: 5.0×1.0=
题目8240: 2.0×65.0=
题目8241: 73.0-71.0=
题目8242: 77.0-76.0=
题目8243: 55.0÷56.0×64.0=
题目8244: 31.0×90.0=
题目8245: 22.0÷9.0+21.0=
题目8246: 83.0+61.0÷48.0×43.0=
题目8247: (73.0-41.0)÷9.0=
题目8248: 7.0+20.0×49.0=
题目8249: 81.0÷8.0=
题目8250: 66.0÷34.0=
题目8251: 18.0+35.0×80.0+78.0=
题目8252: 5.0+3.0×49.0=
题目8253: 83.0+57.0-16.0=
题目8254: 24.0+41.0=
题目8255: 67.0×40.0=
题目8256: 98.0×96.0=
题目8257: 10.0×75.0=
题目8258: 14.0÷48.0×53.0=
题目8259: 81.0×4.0=
题目8260: 76.0÷71.0×99.0=
题目8261: 78.0-7.0=
题目8262: 33.0×7.0+59.0=
题目8263: 11.0+70.0×65.0=
题目8264: 98.0-54.0-25.0=
题目8265: 55.0+86.0÷52.0×80.0=
题目8266: (77.0-7.0)×88.0=
题目8267: 5.0×38.0=
题目8268: 87.0×25.0÷100.0=
题目8269: 87.0+64.0÷72.0=
题目8270: 48.0÷75.0=
题目8271: 34.0×44.0=
题目8272: 1.0-46.0+46.0=
题目8273: 70.0-44.0=
题目8274: 84.0×25.0+55.0=
题目8275: 35.0-9.0=
题目8276: 6.0+82.0=
题目8277: 44.0+11.0=
题目8278: 66.0×40.0×3.0=
题目8279: (92.0-90.0)÷27.0=
题目8280: (39.0-2.0)÷3.0=
题目8281: 59.0×19.0+85.0=
题目8282: 12.0÷7.0=
题目8283: 71.0×16.0=
题目8284: 30.0×67.0=
题目8285: 26.0+18.0+49.0+7.0=
题目8286: 56.0+29.0=
题目8287: 90.0-32.0=
题目8288: 80.0÷77.0+3.0=
题目8289: 51.0÷39.0÷84.0=
题目8290: 62.0-36.0=
题目8291: 85.0+83.0+13.0=
题目8292: 100.0+23.0÷93.0=
题目8293: 33.0×73.0=
题目8294: 76.0×34.0÷68.0=
题目8295: 100.0÷43.0=
题目8296: 24.0-17.0=
题目8297: 26.0-89.0+88.0=
题目8298: 93.0-33.0+44.0=
题目8299: 87.0+54.0=
题目8300: 5.0÷91.0×23.0=
题目8301: 47.0×3.0÷12.0=
题目8302: 1.0÷1.0÷18.0=
题目8303: 47.0+47.0=
题目8304: 87.0+100.0=
题目8305: 51.0+42.0×19.0=
题目8306: 37.0÷88.0÷81.0=
题目8307: (54.0-15.0)÷15.0=
题目8308: 84.0-29.0=
题目8309: 11.0÷84.0=
题目8310: 42.0÷20.0×98.0=
题目8311: 28.0×76.0×20.0=
题目8312: 21.0÷33.0=
题目8313: 43.0÷30.0=
题目8314: 22.0+50.0÷47.0=
题目8315: 83.0×9.0×85.0=
题目8316: 1.0+37.0-21.0+1.0=
题目8317: 51.0÷54.0=
题目8318: 33.0÷25.0=
题目8319: 100.0÷96.0÷30.0=
题目8320: 76.0÷54.0=
题目8321: 58.0-3.0+36.0=
题目8322: 11.0×86.0=
题目8323: 20.0+19.0+100.0=
题目8324: 52.0÷46.0×23.0=
题目8325: 14.0÷53.0×87.0=
题目8326: 4.0÷43.0=
题目8327: 66.0÷26.0=
题目8328: 96.0÷82.0+27.0=
题目8329: 56.0×25.0+33.0=
题目8330: (72.0-69.0)÷79.0=
题目8331: 73.0÷12.0×97.0=
题目8332: 82.0+43.0×100.0=
题目8333: 82.0÷28.0=
题目8334: 74.0×82.0+74.0=
题目8335: 65.0+65.0=
题目8336: 49.0×81.0=
题目8337: 70.0+8.0=
题目8338: 84.0÷60.0=
题目8339: 39.0÷94.0=
题目8340: 67.0-43.0+27.0=
题目8341: 63.0+90.0-19.0=
题目8342: 95.0×51.0=
题目8343: 46.0×29.0=
题目8344: 99.0×42.0=
题目8345: 12.0×80.0=
题目8346: 22.0÷15.0=
题目8347: 55.0-26.0=
题目8348: 82.0+68.0-8.0=
题目8349: 86.0-69.0=
题目8350: 32.0÷71.0×6.0=
题目8351: 83.0-9.0=
题目8352: 17.0×55.0=
题目8353: 41.0+19.0÷98.0=
题目8354: 98.0×98.0×3.0=
题目8355: 46.0÷42.0=
题目8356: 43.0+21.0÷1.0=
题目8357: 43.0×74.0=
题目8358: 4.0×47.0=
题目8359: 59.0×14.0=
题目8360: 23.0÷74.0=
题目8361: 51.0×23.0+38.0=
题目8362: 84.0+52.0-61.0=
题目8363: 31.0×40.0=
题目8364: 71.0-66.0=
题目8365: 24.0÷72.0×2.0=
题目8366: 41.0+35.0÷50.0=
题目8367: 25.0÷45.0=
题目8368: 8.0÷49.0=
题目8369: 99.0÷92.0=
题目8370: 33.0×6.0=
题目8371: 58.0÷35.0=
题目8372: 81.0-47.0=
题目8373: 89.0-51.0=
题目8374: 95.0×67.0=
题目8375: 42.0-31.0=
题目8376: 13.0÷5.0×43.0=
题目8377: 14.0÷11.0÷70.0=
题目8378: 63.0÷65.0=
题目8379: 64.0×14.0=
题目8380: 37.0+23.0=
题目8381: 36.0÷60.0=
题目8382: 3.0+59.0=
题目8383: 67.0÷56.0=
题目8384: 70.0+30.0-46.0=
题目8385: 76.0÷87.0=
题目8386: 13.0×84.0=
题目8387: 35.0+69.0=
题目8388: 20.0×39.0÷8.0=
题目8389: 95.0+9.0=
题目8390: 8.0÷9.0÷24.0=
题目8391: 1.0+38.0-9.0=
题目8392: 21.0+27.0+8.0=
题目8393: 81.0÷22.0=
题目8394: 62.0+3.0×17.0+48.0=
题目8395: 63.0÷21.0=
题目8396: 98.0-89.0+61.0=
题目8397: 85.0÷44.0=
题目8398: 45.0÷67.0=
题目8399: 98.0÷72.0=
题目8400: (83.0-19.0)÷83.0=
题目8401: 64.0÷67.0=
题目8402: 54.0+65.0+48.0=
题目8403: (67.0-51.0)÷75.0=
题目8404: 48.0÷17.0=
题目8405: 64.0×51.0×48.0=
题目8406: 68.0×31.0×61.0=
题目8407: 2.0+64.0=
题目8408: 18.0×30.0=
题目8409: 93.0-14.0=
题目8410: 58.0-51.0+4.0=
题目8411: 35.0÷40.0+100.0=
题目8412: 100.0+32.0×97.0=
题目8413: 96.0×95.0÷52.0=
题目8414: 70.0×64.0×25.0=
题目8415: (37.0-37.0)×14.0=
题目8416: 82.0+49.0÷67.0=
题目8417: 39.0-19.0-1.0=
题目8418: 11.0+38.0-2.0=
题目8419: 47.0×56.0=
题目8420: 39.0+5.0=
题目8421: 82.0÷6.0=
题目8422: (71.0-68.0)÷37.0=
题目8423: 87.0×94.0÷60.0=
题目8424: 4.0+10.0=
题目8425: 78.0×63.0+60.0=
题目8426: 99.0×4.0×12.0=
题目8427: 76.0÷66.0=
题目8428: 32.0÷45.0=
题目8429: 21.0+92.0÷22.0×37.0=
题目8430: 89.0×79.0=
题目8431: 72.0÷60.0÷31.0=
题目8432: 70.0-1.0=
题目8433: 85.0÷67.0+1.0=
题目8434: 21.0×69.0=
题目8435: 88.0-61.0=
题目8436: (87.0-62.0)×71.0=
题目8437: 15.0-14.0=
题目8438: (79.0-66.0)÷54.0=
题目8439: 97.0÷12.0=
题目8440: 68.0×26.0+68.0=
题目8441: 67.0+35.0-62.0=
题目8442: 26.0÷18.0=
题目8443: 13.0+41.0=
题目8444: 47.0×66.0=
题目8445: 95.0×37.0×1.0=
题目8446: 22.0+89.0=
题目8447: 31.0÷85.0×64.0=
题目8448: 79.0÷1.0÷12.0=
题目8449: 73.0×67.0+12.0=
题目8450: 47.0+72.0=
题目8451: 78.0÷41.0=
题目8452: 95.0-63.0=
题目8453: 62.0+27.0÷60.0×67.0=
题目8454: 84.0×81.0÷98.0=
题目8455: 90.0÷100.0=
题目8456: 16.0+6.0×94.0+63.0=
题目8457: 51.0÷94.0=
题目8458: 28.0×83.0=
题目8459: 73.0+43.0=
题目8460: 41.0-15.0=
题目8461: 87.0×59.0+27.0=
题目8462: 51.0+34.0=
题目8463: 99.0+74.0=
题目8464: 37.0+25.0÷35.0=
题目8465: 36.0+87.0=
题目8466: 52.0×38.0+26.0=
题目8467: (29.0-27.0)÷13.0=
题目8468: 61.0×11.0×63.0=
题目8469: 75.0-23.0-32.0=
题目8470: 57.0+65.0-92.0=
题目8471: 32.0÷29.0=
题目8472: 83.0×71.0÷19.0=
题目8473: 25.0-21.0=
题目8474: 72.0-63.0=
题目8475: 52.0-90.0+66.0=
题目8476: 29.0×68.0+31.0=
题目8477: 27.0×66.0=
题目8478: 100.0-69.0=
题目8479: 5.0×98.0=
题目8480: 71.0+41.0÷57.0=
题目8481: 83.0+95.0=
题目8482: 40.0+100.0=
题目8483: 4.0+35.0×19.0=
题目8484: 10.0×70.0+100.0=
题目8485: 39.0+54.0=
题目8486: 35.0×76.0×53.0=
题目8487: 73.0÷29.0÷5.0=
题目8488: 29.0-16.0=
题目8489: 89.0÷75.0=
题目8490: 74.0+38.0=
题目8491: 56.0-6.0=
题目8492: 10.0÷60.0÷9.0=
题目8493: 2.0+61.0+42.0=
题目8494: (92.0-55.0)÷48.0=
题目8495: 82.0÷67.0+77.0=
题目8496: 18.0÷24.0=
题目8497: 18.0+78.0+24.0+55.0=
题目8498: 31.0÷88.0=
题目8499: 63.0÷76.0÷20.0=
题目8500: 51.0÷86.0×97.0=
题目8501: 71.0-54.0=
题目8502: 85.0×12.0+68.0=
题目8503: 3.0-37.0+83.0=
题目8504: 84.0-54.0=
题目8505: 71.0×40.0=
题目8506: 72.0+83.0=
题目8507: 18.0+70.0×73.0=
题目8508: 15.0+40.0=
题目8509: 96.0-51.0-38.0=
题目8510: 61.0-37.0=
题目8511: 35.0×8.0×80.0=
题目8512: 85.0+59.0=
题目8513: 98.0-10.0+15.0=
题目8514: (99.0-54.0)÷30.0=
题目8515: 13.0÷1.0=
题目8516: (80.0-66.0)×3.0=
题目8517: 22.0×28.0=
题目8518: 11.0÷65.0=
题目8519: 32.0+46.0-74.0=
题目8520: 78.0-63.0=
题目8521: 35.0-53.0+72.0=
题目8522: 4.0÷36.0=
题目8523: 100.0+73.0÷88.0=
题目8524: 33.0+17.0×6.0=
题目8525: (93.0-5.0)÷10.0=
题目8526: 96.0+86.0=
题目8527: 53.0÷49.0=
题目8528: 35.0×23.0=
题目8529: 95.0×47.0=
题目8530: 28.0+83.0÷81.0=
题目8531: 19.0÷62.0=
题目8532: 93.0+95.0÷87.0-1.0=
题目8533: 23.0+62.0=
题目8534: 17.0+44.0=
题目8535: 97.0-3.0=
题目8536: 44.0÷10.0=
题目8537: 6.0÷35.0+54.0=
题目8538: 28.0×29.0×79.0=
题目8539: 94.0+70.0=
题目8540: 82.0÷100.0=
题目8541: 36.0×39.0=
题目8542: 29.0×21.0=
题目8543: (43.0-23.0)×60.0=
题目8544: 14.0+32.0×49.0+43.0=
题目8545: 84.0-52.0=
题目8546: 10.0+76.0=
题目8547: 78.0÷3.0×40.0=
题目8548: 63.0-9.0=
题目8549: 13.0×18.0=
题目8550: 98.0-88.0=
题目8551: 18.0×74.0=
题目8552: 54.0÷79.0=
题目8553: 62.0×50.0+70.0=
题目8554: 98.0+98.0+86.0+36.0=
题目8555: 33.0÷74.0×100.0=
题目8556: 16.0-12.0=
题目8557: 71.0+98.0-77.0=
题目8558: 7.0×41.0÷87.0=
题目8559: 100.0-37.0=
题目8560: 76.0-58.0=
题目8561: 83.0×95.0=
题目8562: 44.0+41.0×19.0+74.0=
题目8563: 88.0-34.0=
题目8564: 81.0÷64.0+21.0=
题目8565: 85.0÷42.0=
题目8566: 52.0÷79.0=
题目8567: 89.0÷49.0=
题目8568: 30.0+10.0=
题目8569: 24.0÷8.0=
题目8570: 91.0÷47.0=
题目8571: 24.0+44.0×13.0=
题目8572: (22.0-10.0)×41.0=
题目8573: 59.0-38.0=
题目8574: 43.0÷58.0=
题目8575: 28.0-17.0=
题目8576: 80.0×66.0+6.0=
题目8577: 69.0×53.0=
题目8578: 13.0×75.0=
题目8579: 7.0-11.0+94.0=
题目8580: 11.0÷18.0=
题目8581: 27.0÷84.0=
题目8582: 52.0×8.0+83.0=
题目8583: 89.0÷34.0÷35.0=
题目8584: 97.0×84.0+45.0=
题目8585: 88.0÷70.0=
题目8586: (44.0-43.0)×56.0=
题目8587: 50.0+16.0×70.0=
题目8588: 41.0×81.0×22.0=
题目8589: 27.0×12.0+16.0=
题目8590: 82.0×62.0=
题目8591: 64.0+36.0=
题目8592: 53.0-65.0+68.0=
题目8593: 30.0×37.0=
题目8594: 30.0-6.0=
题目8595: 38.0÷62.0=
题目8596: 35.0÷63.0=
题目8597: 34.0÷30.0=
